microsite_id,site,field_lat,field_lon,location,state_province,country,biomimic,zone,sub_zone,wave_exp,tide_height
BMRMUSWALB17,USWALB,48.39381667,-124.7354833,Landing Beach,Washington,USA,robomussel,Mid,Mid,protected,2.55
BMRMUSWASD9,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,High,exposed,1.61
BMRMUSWASD19,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,Terr,exposed,1.63
BMRMUSWASD8,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,Terr,exposed,1.71
BMRMUSWASD17,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,High,exposed,1.77
BMRMUSWASD4,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,Terr,exposed,1.82
BMRMUSWASD1,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,Terr,exposed,1.83
BMRMUSWASD20,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,High,exposed,1.85
BMRMUSWASD5,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,High,exposed,1.88
BMRMUSWASD2,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,High,exposed,1.9
BMRMUSWASD16,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,Terr,exposed,1.94
BMRMUSWASD14,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,High,High,exposed,2.33
BMRMUSWASD18,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,Mid,Mid,exposed,1.25
BMRMUSWASD13,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,Mid,Mid,exposed,1.26
BMRMUSWASD12,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,Mid,Mid,exposed,1.35
BMRMUSWASD6,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,Mid,Mid,exposed,1.45
BMRMUSWASD21,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,Mid,Mid,exposed,1.48
BMRMUSWASD15,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,Mid,Mid,exposed,1.49
BMRMUSWASD3,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,Mid,Mid,exposed,1.5
BMRMUSWASD10,USWASD,48.39136667,-124.7383667,Strawberry Point,Washington,USA,robomussel,Mid,High Mid,exposed,1.67
BMRTUSCAHS118,USCAHS,36.62193333,-121.9053167,Hopkins,California,USA,robotidepool,N/A,N/A,N/A,0.93
BMRTUSCAHS118,USCAHS,36.62193333,-121.9053167,Hopkins,California,USA,robotidepool,N/A,N/A,N/A,0.93
BMRTUSCAHS176,USCAHS,36.62193333,-121.9053167,Hopkins,California,USA,robotidepool,N/A,N/A,N/A,1.44
BMRTUSCAHS176,USCAHS,36.62193333,-121.9053167,Hopkins,California,USA,robotidepool,N/A,N/A,N/A,1.44
BMRTUSWACC95,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,robotidepool,N/A,N/A,N/A,2.16
ABWTUSCAHS3,USCAHS,36.62193333,-121.9053167,Hopkins,California,USA,Water Temperature,High,Terr,N/A,N/A
ABWTUSCAHS8,USCAHS,36.62193333,-121.9053167,Hopkins,California,USA,Water Temperature,High,Terr,N/A,N/A
ABWTUSCAHS17,USCAHS,36.62193333,-121.9053167,Hopkins,California,USA,Water Temperature,High,High,N/A,N/A
ABWTUSCAHS20,USCAHS,36.62193333,-121.9053167,Hopkins,California,USA,Water Temperature,High,High,N/A,N/A
ABWTUSCAHS11,USCAHS,36.62193333,-121.9053167,Hopkins,California,USA,Water Temperature,Mid,Mid,N/A,N/A
ABWTUSCALL55,USCALL,34.71911,-120.60889,Lompoc Landing,California,USA,Water Temperature,Mid,Low Mid,exposed,0.36
ABWTUSORBB317,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,Water Temperature,Low,Low,intermediate,N/A
